collection_date,route_id,route_short_name,route_long_name,records,unique_trips,avg_delay_minutes,max_delay_minutes
2026-05-13,989-218,989,989,66,13,-3.85,1.733333333
2026-05-13,995-203,995,995,82,19,1.55,13.9
2026-05-13,996-203,996,996,20,4,-0.67,2.65
2026-05-13,997-203,997,997,16,3,-4.7,1.583333333
2026-05-13,998-203,998,998,56,11,2.09,22.25
2026-05-13,999-203,999,999,56,11,-2.78,5.6
2026-05-13,AIR-203,AIR,AIR,624,76,-0.06,14.13333333
2026-05-13,CTY-202,CTY,CTY,591,81,-4.8,7.583333333
2026-05-13,DEV-209,DEV,DEV,40,2,0.0,0.0
2026-05-13,EAST-201,EAST,EAST,2251,107,0.35,60.0
2026-05-13,GULF-209,GULF,GULF,34,1,0.0,0.0
2026-05-13,HMB-209,HMB,HMB,27,3,3.89,10.0
2026-05-13,INN-202,INN,INN,918,131,-1.72,22.98333333
2026-05-13,MTIA-209,MTIA,MTIA,65,4,0.56,5.0
2026-05-13,NX1-203,NX1,NX1,1586,226,0.33,29.21666667
2026-05-13,NX2-207,NX2,NX2,1006,159,-1.77,15.41666667
2026-05-13,ONE-201,ONE,ONE,1835,68,0.33,65.13333333
2026-05-13,OUT-202,OUT,OUT,787,107,-3.53,15.03333333
2026-05-13,RBW-402,RBW,RBW,150,9,-1.79,8.9
2026-05-13,S002-218,,,4,1,2.1,6.0
2026-05-13,S005-218,,,8,1,-2.23,1.116666667
2026-05-13,S005B-203,,,14,2,0.81,2.35
2026-05-13,S006-218,,,8,1,-1.88,-0.9
2026-05-13,S006A-203,,,6,1,-0.62,1.25
2026-05-13,S006B-203,,,12,1,-4.98,0.25
2026-05-13,S006C-203,,,16,2,-5.17,-0.283333333
2026-05-13,S007-218,,,8,1,-0.19,1.3
2026-05-13,S007A-203,,,7,1,20.64,27.13333333
2026-05-13,S007F-203,,,14,2,1.21,5.6
2026-05-13,S008-218,,,8,1,4.68,6.333333333
2026-05-13,S008A-203,,,7,1,-5.49,-0.6
2026-05-13,S008C-203,,,6,1,-2.07,1.016666667
2026-05-13,S009-203,,,8,1,1.83,9.8
2026-05-13,S009A-218,,,7,1,1.63,9.016666667
2026-05-13,S009B-203,,,7,1,-1.5,-0.483333333
2026-05-13,S010-218,,,9,1,2.22,7.916666667
2026-05-13,S010B-202,,,8,1,-2.4,0.316666667
2026-05-13,S011A-218,,,6,1,-0.89,1.266666667
2026-05-13,S012-218,,,8,1,-0.79,1.083333333
2026-05-13,S012A-203,,,9,1,-2.61,0.133333333
2026-05-13,S012B-203,,,7,1,1.34,2.65
2026-05-13,S013A-218,,,7,1,0.28,1.566666667
2026-05-13,S013D-203,,,9,1,-9.87,-1.85
2026-05-13,S014A-218,,,7,1,2.39,4.5
2026-05-13,S014H-203,,,5,1,5.15,8.433333333
2026-05-13,S015A-203,,,9,1,-3.94,-0.75
2026-05-13,S015C-202,,,14,2,-1.31,0.2
2026-05-13,S016E-203,,,12,2,-0.08,9.383333333
2026-05-13,S017-202,,,8,1,-6.19,-4.95
2026-05-13,S017A-202,,,6,1,-3.14,-0.883333333
2026-05-13,S017B-218,,,6,1,-1.98,0.416666667
2026-05-13,S017F-203,,,14,2,-8.07,-1.583333333
2026-05-13,S018-218,,,6,1,-1.04,1.766666667
2026-05-13,S018A-203,,,7,1,-16.14,-6.016666667
2026-05-13,S019-218,,,7,1,-1.05,1.0
2026-05-13,S019A-218,,,3,1,2.19,3.35
2026-05-13,S020A-218,,,7,1,-1.48,0.033333333
2026-05-13,S020I-203,,,8,1,2.73,5.783333333
2026-05-13,S021-218,,,7,1,-2.36,-0.183333333
2026-05-13,S022A-218,,,8,1,2.92,6.566666667
2026-05-13,S022C-203,,,3,1,1.38,2.25
2026-05-13,S023-202,,,7,1,0.23,1.4
2026-05-13,S025A-203,,,6,1,-7.31,-4.25
2026-05-13,S025E-218,,,9,1,-4.09,1.966666667
2026-05-13,S026D-218,,,12,1,4.06,9.516666667
2026-05-13,S027-202,,,12,2,-0.84,-0.083333333
2026-05-13,S027E-218,,,19,2,-5.6,6.616666667
2026-05-13,S028-202,,,6,1,0.58,1.2
2026-05-13,S028A-218,,,5,1,1.67,3.033333333
2026-05-13,S028E-207,,,10,1,0.54,7.35
2026-05-13,S029G-207,,,9,1,6.07,9.1
2026-05-13,S031-203,,,9,1,-7.31,3.066666667
2026-05-13,S031C-203,,,6,1,-1.72,-0.7
2026-05-13,S031G-207,,,9,1,5.3,7.85
2026-05-13,S033A-203,,,9,1,-8.4,-0.733333333
2026-05-13,S037-203,,,8,1,-5.42,-0.383333333
2026-05-13,S039-218,,,10,1,1.19,1.25
2026-05-13,S040-221,,,5,1,2.37,3.583333333
2026-05-13,S041-203,,,8,1,-2.26,0.516666667
2026-05-13,S041A-203,,,7,1,-4.75,-2.116666667
2026-05-13,S042-203,,,10,1,-13.63,1.283333333
2026-05-13,S042C-202,,,5,1,4.32,5.55
2026-05-13,S043-218,,,12,2,-6.35,-0.516666667
2026-05-13,S044-203,,,6,1,-0.23,0.95
2026-05-13,S045B-221,,,12,1,-15.48,0.216666667
2026-05-13,S046D-221,,,10,1,5.63,13.45
2026-05-13,S047B-221,,,8,1,4.81,12.11666667
2026-05-13,S047D-221,,,9,1,-7.21,3.8
2026-05-13,S048-203,,,12,2,-3.6,2.916666667
2026-05-13,S049A-203,,,18,2,-4.13,-1.35
2026-05-13,S050A-221,,,5,1,-1.92,-0.383333333
2026-05-13,S050B-203,,,17,2,-4.63,4.116666667
2026-05-13,S051-202,,,7,1,-0.54,2.883333333
2026-05-13,S052A-202,,,8,1,-5.9,-0.716666667
2026-05-13,S053-203,,,8,1,-25.83,-13.33333333
2026-05-13,S053B-202,,,6,1,5.87,11.7
2026-05-13,S053F-203,,,9,1,-4.65,0.233333333
2026-05-13,S054A-202,,,7,1,-3.2,-0.783333333
2026-05-13,S056E-203,,,9,1,-9.3,-6.133333333
2026-05-13,S058A-203,,,7,1,3.3,7.65
2026-05-13,S059B-203,,,7,1,4.55,5.9
2026-05-13,S060-203,,,6,1,-1.98,1.833333333
2026-05-13,S060K-202,,,6,1,-0.91,0.55
2026-05-13,S061-203,,,8,1,-6.75,-0.466666667
2026-05-13,S061E-203,,,13,2,5.22,7.8
2026-05-13,S062A-203,,,8,1,0.7,2.533333333
2026-05-13,S062B-202,,,4,1,3.62,4.266666667
2026-05-13,S062C-203,,,5,1,-8.62,-2.466666667
2026-05-13,S064-203,,,9,1,-1.06,3.75
2026-05-13,S070-203,,,5,1,-4.99,-1.933333333
2026-05-13,S071-203,,,14,2,-2.97,0.716666667
2026-05-13,S072D-203,,,6,1,2.6,3.966666667
2026-05-13,S073B-203,,,7,1,0.2,1.766666667
2026-05-13,S073C-202,,,8,1,-4.42,1.316666667
2026-05-13,S073H-203,,,4,1,-0.69,-0.6
2026-05-13,S074-203,,,7,1,-4.36,-2.083333333
2026-05-13,S074D-203,,,8,1,6.15,16.93333333
2026-05-13,S075B-203,,,5,1,15.48,16.8
2026-05-13,S076A-203,,,8,1,-0.53,0.3
2026-05-13,S077B-203,,,8,1,3.44,5.083333333
2026-05-13,S078-203,,,8,1,3.74,6.2
2026-05-13,S079-203,,,6,1,-1.94,0.25
2026-05-13,S080A-203,,,5,1,4.92,6.4
2026-05-13,S081-202,,,4,1,-5.4,-2.483333333
2026-05-13,S081A-202,,,5,1,0.93,1.583333333
2026-05-13,S082A-202,,,6,1,1.36,2.283333333
2026-05-13,S083-202,,,7,1,-0.14,0.333333333
2026-05-13,S084B-203,,,5,1,4.25,6.716666667
2026-05-13,S087-202,,,8,1,-4.62,-2.15
2026-05-13,S090-217,,,6,1,-1.21,-0.266666667
2026-05-13,S091-217,,,7,1,1.88,2.683333333
2026-05-13,S092-217,,,7,1,-0.81,1.0
2026-05-13,S094-217,,,6,1,1.05,3.483333333
2026-05-13,S097-217,,,6,1,-0.45,-0.25
2026-05-13,S400-205,,,5,1,0.4,3.016666667
2026-05-13,S401-205,,,5,1,-1.91,-1.083333333
2026-05-13,S402-202,,,7,1,-2.7,0.233333333
2026-05-13,S403-203,,,4,1,-4.28,0.733333333
2026-05-13,S404-203,,,6,1,-3.19,0.6
2026-05-13,S405-203,,,6,1,1.42,3.25
2026-05-13,S406-203,,,5,1,0.19,1.383333333
2026-05-13,S407-202,,,6,1,0.41,4.183333333
2026-05-13,S408-202,,,6,1,12.38,14.33333333
2026-05-13,S409-202,,,4,1,-0.1,2.483333333
2026-05-13,S410-205,,,7,1,0.51,2.333333333
2026-05-13,S411-202,,,8,1,-2.69,-0.733333333
2026-05-13,S412-202,,,9,1,3.32,8.633333333
2026-05-13,S413-202,,,19,2,-1.14,6.583333333
2026-05-13,S414-202,,,7,1,2.69,4.5
2026-05-13,S415-205,,,6,1,-2.42,-1.533333333
2026-05-13,S416-205,,,8,1,-11.31,-1.266666667
2026-05-13,S417-202,,,14,2,2.83,4.633333333
2026-05-13,S418-202,,,9,1,2.34,4.433333333
2026-05-13,S419-202,,,6,1,4.83,9.016666667
2026-05-13,S420-221,,,6,1,4.03,6.35
2026-05-13,S421-221,,,7,1,-0.13,0.3
2026-05-13,S423-221,,,6,1,-1.29,4.2
2026-05-13,S424-221,,,6,1,4.76,6.9
2026-05-13,S425-221,,,6,1,5.27,7.733333333
2026-05-13,S426-221,,,7,1,0.06,0.633333333
2026-05-13,S427-221,,,7,1,2.79,5.866666667
2026-05-13,S428-221,,,7,1,4.24,6.933333333
2026-05-13,S430-221,,,6,1,-1.9,-1.75
2026-05-13,S431-221,,,6,1,1.53,1.933333333
2026-05-13,S433-221,,,6,1,-0.96,1.6
2026-05-13,S434-221,,,10,2,4.12,6.016666667
2026-05-13,S435-221,,,6,1,-0.18,0.366666667
2026-05-13,S436-221,,,6,1,-2.98,-0.416666667
2026-05-13,S438-218,,,7,1,-1.54,0.95
2026-05-13,S440-205,,,8,1,-2.91,0.85
2026-05-13,S441-205,,,7,1,-0.67,0.816666667
2026-05-13,S442-205,,,7,1,-5.14,-1.75
2026-05-13,S443-205,,,6,1,-4.93,-1.95
2026-05-13,S444-205,,,9,1,-1.1,3.683333333
2026-05-13,S454-203,,,7,1,-0.63,2.466666667
2026-05-13,S456-203,,,7,1,5.42,7.0
2026-05-13,S458-203,,,8,1,0.29,2.066666667
2026-05-13,S459-203,,,8,1,-1.52,1.0
2026-05-13,S460-202,,,7,1,-9.81,0.433333333
2026-05-13,S461-203,,,7,1,-3.83,-1.2
2026-05-13,S462-203,,,8,1,3.17,4.133333333
2026-05-13,S463-203,,,6,1,-1.11,0.366666667
2026-05-13,S469-203,,,12,1,-2.23,0.55
2026-05-13,S501-202,,,9,2,-0.9,2.65
2026-05-13,S505-202,,,5,1,6.9,7.933333333
2026-05-13,S510-202,,,28,3,-1.75,10.68333333
2026-05-13,S511-202,,,5,1,2.3,2.316666667
2026-05-13,S513-202,,,8,1,4.61,6.883333333
2026-05-13,S514-202,,,14,2,3.54,5.15
2026-05-13,S515-202,,,7,1,-1.95,-0.8
2026-05-13,S516-202,,,9,1,5.67,12.95
2026-05-13,S519-202,,,6,1,-0.62,0.7
2026-05-13,S520-202,,,9,1,1.08,2.466666667
2026-05-13,S521-202,,,10,1,1.12,8.633333333
2026-05-13,S522G-221,,,11,1,-0.07,0.533333333
2026-05-13,S522N-202,,,10,1,-1.33,0.183333333
2026-05-13,S523-202,,,11,1,1.13,12.53333333
2026-05-13,S524-202,,,8,1,2.47,8.1
2026-05-13,S525-202,,,8,1,-1.57,0.366666667
2026-05-13,S529-218,,,6,1,-3.54,-0.783333333
2026-05-13,S542-202,,,19,2,0.21,1.5
2026-05-13,S544-202,,,13,2,-0.7,2.116666667
2026-05-13,S545-202,,,6,1,2.67,2.95
2026-05-13,S546-202,,,6,1,4.15,6.083333333
2026-05-13,S547-202,,,14,2,-0.73,0.833333333
2026-05-13,S549-202,,,5,1,-5.4,-2.35
2026-05-13,S550-202,,,6,1,-2.52,-1.2
2026-05-13,STH-201,STH,STH,2446,118,0.32,31.65
2026-05-13,TMK-202,TMK,TMK,542,82,1.32,13.4
2026-05-13,WEST-201,WEST,WEST,1728,92,0.8,44.75
2026-05-13,WX1-207,WX1,WX1,775,111,1.09,30.21666667
2026-05-14,101-202,101,101,96,9,-1.02,14.96666667
2026-05-14,105-202,105,105,588,82,-2.31,5.216666667
2026-05-14,106-202,106,106,177,24,-3.92,4.3
2026-05-14,111-203,111,111,160,24,5.69,48.21666667
2026-05-14,112-203,112,112,315,49,0.71,65.66666666666667
2026-05-14,114-203,114,114,192,28,6.55,17.91666667
2026-05-14,116-203,116,116,111,19,0.56,9.65
2026-05-14,11T-207,11T,11T,592,76,-0.09,17.81666667
2026-05-14,11W-207,11W,11W,600,78,-0.18,43.5
2026-05-14,12-207,12,12,751,93,2.95,26.11666667
2026-05-14,122-202,122,122,105,19,4.17,15.16666667
2026-05-14,123-202,123,123,100,15,0.63,9.816666667
2026-05-14,125-202,125,125,258,32,4.0,29.15
2026-05-14,126-203,126,126,140,22,7.71,19.8
2026-05-14,128-202,128,128,157,20,7.3,38.98333333
2026-05-14,13-203,13,13,788,96,-1.2,17.033333333333335
2026-05-14,135-203,135,135,487,72,-0.13,15.9
2026-05-14,14-202,14,14,707,99,1.82,22.1
2026-05-14,143-203,143,143,210,38,0.94,13.98333333
2026-05-14,145-203,145,145,368,52,1.27,24.75
2026-05-14,147-203,147,147,352,47,1.25,13.15
2026-05-14,148-203,148,148,99,14,0.89,3.733333333333333
2026-05-14,149-203,149,149,309,47,0.23,17.65
2026-05-14,152-203,152,152,252,40,0.92,11.46666667
2026-05-14,154-203,154,154,336,46,2.15,16.7
2026-05-14,161-203,161,161,135,23,-1.34,3.916666667
2026-05-14,162-202,162,162,353,51,0.39,11.48333333
2026-05-14,170-203,170,170,163,23,-1.04,5.016666667
2026-05-14,171-203,171,171,127,14,-2.36,9.883333333
2026-05-14,172-203,172,172,279,42,3.39,57.85
2026-05-14,18-202,18,18,1164,151,-0.4,24.73333333
2026-05-14,186-203,186,186,135,22,-0.92,13.233333333333333
2026-05-14,191-203,191,191,141,19,0.9,12.76666667
2026-05-14,195-203,195,195,537,61,-0.34,16.216666666666665
2026-05-14,20-202,20,20,552,88,-0.46,12.2
2026-05-14,209-203,209,209,93,9,2.76,15.7
2026-05-14,22N-202,22N,22N,530,68,-0.2,23.2
2026-05-14,22R-202,22R,22R,626,76,-0.01,24.05
2026-05-14,24B-202,24B,24B,726,86,1.17,22.86666667
2026-05-14,24R-202,24R,24R,656,80,0.23,12.46666667
2026-05-14,252-202,252,252,21,3,-2.64,5.466666667
2026-05-14,253-202,253,253,29,3,-0.76,6.766666667
2026-05-14,25B-202,25B,25B,895,130,-0.11,22.28333333
2026-05-14,25L-202,25L,25L,943,131,1.43,83.53333333333333
2026-05-14,27H-202,27H,27H,653,85,-2.32,11.55
2026-05-14,27T-202,27T,27T,28,3,-0.13,3.883333333
2026-05-14,27W-202,27W,27W,626,81,-1.4,17.53333333
2026-05-14,295-202,295,295,497,59,-1.17,13.26666667
2026-05-14,298-221,298,298,414,59,2.39,30.91666667
2026-05-14,30-202,30,30,827,111,-1.03,16.066666666666666
2026-05-14,309-203,309,309,662,65,-3.91,19.73333333
2026-05-14,309X-203,309X,309X,21,2,-1.8,11.71666667
2026-05-14,31-203,31,31,705,95,0.93,49.68333333
2026-05-14,311-203,311,311,245,29,-3.42,22.33333333
2026-05-14,313-203,313,313,275,37,0.55,14.43333333
2026-05-14,314-203,314,314,274,43,3.29,23.75
2026-05-14,32-203,32,32,645,86,5.3,28.61666667
2026-05-14,321-202,321,321,364,47,4.09,25.45
2026-05-14,323-221,323,323,445,61,-0.41,9.783333333
2026-05-14,324-203,324,324,176,25,4.4,14.7
2026-05-14,325-203,325,325,741,82,3.52,29.53333333
2026-05-14,326-203,326,326,324,54,-6.3,12.61666667
2026-05-14,33-203,33,33,1068,115,3.07,27.78333333
2026-05-14,35-205,35,35,587,86,-0.38,20.9
2026-05-14,351-205,351,351,242,40,4.27,80.58333333333333
2026-05-14,352-205,352,352,345,42,-0.69,12.78333333
2026-05-14,353-205,353,353,364,48,-2.4,8.233333333333333
2026-05-14,355-205,355,355,454,60,-1.33,16.9
2026-05-14,36-203,36,36,731,87,6.59,50.58333333
2026-05-14,362-203,362,362,423,61,3.55,31.18333333
2026-05-14,363-203,363,363,171,26,-1.16,9.016666667
2026-05-14,364-203,364,364,378,55,0.08,16.11666667
2026-05-14,365-203,365,365,539,70,2.59,25.83333333
2026-05-14,366-203,366,366,462,62,0.33,20.31666667
2026-05-14,37-203,37,37,720,95,1.07,17.18333333
2026-05-14,372-203,372,372,207,30,1.87,11.71666667
2026-05-14,373-203,373,373,149,22,1.16,16.63333333
2026-05-14,376-203,376,376,232,30,3.47,28.71666667
2026-05-14,377-203,377,377,228,29,-4.52,5.95
2026-05-14,378-203,378,378,137,20,1.34,13.73333333
2026-05-14,379-203,379,379,214,30,1.55,26.76666667
2026-05-14,38-203,38,38,844,109,1.15,22.46666667
2026-05-14,39-203,39,39,730,91,4.23,23.31666667
2026-05-14,391-203,391,391,193,35,-0.11,4.216666667
2026-05-14,392-203,392,392,226,36,2.49,8.916666667
2026-05-14,393-203,393,393,200,34,1.01,7.75
2026-05-14,394-203,394,394,149,22,-0.47,5.466666667
2026-05-14,395-203,395,395,28,3,5.2,8.983333333
2026-05-14,396-203,396,396,97,12,-0.7,15.16666667
2026-05-14,501-217,501,501,155,26,2.66,6.716666666666667
2026-05-14,502-217,502,502,331,46,2.35,20.01666667
2026-05-14,50A-217,50A,50A,324,48,-0.02,58.41666666666666
2026-05-14,50B-217,50B,50B,193,32,-1.4,7.266666666666667
2026-05-14,64-202,64,64,827,122,-0.75,11.3
2026-05-14,65-202,65,65,956,117,1.46,20.816666666666663
2026-05-14,66-203,66,66,761,99,-0.4,79.96666667
2026-05-14,67A-202,67A,67A,622,69,1.81,18.08333333
2026-05-14,67B-202,67B,67B,128,21,4.05,26.86666667
2026-05-14,68-202,68,68,529,78,-2.64,18.15
2026-05-14,70-205,70,70,1539,176,2.88,69.56666666666666
2026-05-14,711-221,711,711,208,28,2.02,14.71666667
2026-05-14,712-221,712,712,242,29,2.29,23.26666667
2026-05-14,72C-205,72C,72C,435,60,1.22,14.45
2026-05-14,72M-205,72M,72M,381,46,3.21,19.6
2026-05-14,72X-205,72X,72X,218,27,11.17,36.98333333
2026-05-14,733-221,733,733,218,30,3.39,15.76666667
2026-05-14,734-221,734,734,192,32,1.06,7.45
2026-05-14,735-221,735,735,226,36,-0.44,9.183333333
2026-05-14,738-221,738,738,182,31,-1.94,7.616666667
2026-05-14,739-221,739,739,131,19,0.16,6.183333333
2026-05-14,74-221,74,74,732,101,2.63,33.06666667
2026-05-14,744-221,744,744,336,48,0.61,17.26666667
2026-05-14,747-221,747,747,364,53,1.52,18.05
2026-05-14,75-202,75,75,1500,164,-0.34,16.8
2026-05-14,751-202,751,751,252,35,2.19,13.03333333
2026-05-14,755-202,755,755,320,47,-0.99,9.85
2026-05-14,76-202,76,76,767,104,0.49,17.53333333
2026-05-14,774-202,774,774,100,14,0.33,5.933333333
2026-05-14,775-202,775,775,161,19,3.67,22.51666667
2026-05-14,781-202,781,781,331,44,0.29,14.76666667
2026-05-14,782-221,782,782,246,29,0.36,12.18333333
2026-05-14,783-221,783,783,143,20,-0.36,18.11666667
2026-05-14,801-202,801,801,365,49,0.72,12.45
2026-05-14,802-202,802,802,43,4,0.32,3.983333333
2026-05-14,805-202,805,805,48,9,3.11,18.01666667
2026-05-14,806-202,806,806,145,23,2.33,18.61666667
2026-05-14,807-202,807,807,146,24,5.38,17.983333333333334
2026-05-14,814-202,814,814,472,68,3.46,23.61666667
2026-05-14,82-202,82,82,614,90,0.36,54.266666666666666
2026-05-14,83-203,83,83,881,107,2.8,22.86666667
2026-05-14,842-202,842,842,84,12,-0.24,2.583333333
2026-05-14,843-202,843,843,271,42,1.56,16.15
2026-05-14,845-203,845,845,104,19,-0.54,4.7
2026-05-14,856-203,856,856,715,81,3.23,23.5
2026-05-14,861-203,861,861,494,58,-0.23,10.56666667
2026-05-14,865-203,865,865,349,53,0.3,13.73333333
2026-05-14,866-203,866,866,478,58,1.0,13.96666667
2026-05-14,871-202,871,871,462,65,-0.09,15.78333333
2026-05-14,878-203,878,878,507,69,0.27,17.7
2026-05-14,883-203,883,883,219,40,0.52,11.65
2026-05-14,884-203,884,884,93,16,-0.31,5.583333333
2026-05-14,885-203,885,885,95,16,-0.36,14.63333333
2026-05-14,888-203,888,888,79,14,-4.02,1.85
2026-05-14,889-203,889,889,281,49,-0.43,19.766666666666666
2026-05-14,901-203,901,901,378,54,0.11,21.25
2026-05-14,902-203,902,902,266,45,-1.4,6.416666667
2026-05-14,906-203,906,906,338,45,1.17,20.61666667
2026-05-14,907-203,907,907,343,52,-2.77,8.45
2026-05-14,917-203,917,917,457,58,2.3,29.03333333333333
2026-05-14,923-202,923,923,551,74,-1.69,14.63333333
2026-05-14,926-203,926,926,343,50,1.42,10.36666667
2026-05-14,928-203,928,928,135,21,-0.25,13.91666667
2026-05-14,931-203,931,931,149,23,-1.46,10.25
2026-05-14,933-203,933,933,265,36,0.18,13.81666667
2026-05-14,939-203,939,939,72,7,-1.74,8.316666667
2026-05-14,94-203,94,94,553,83,0.78,20.16666667
2026-05-14,941-203,941,941,404,52,0.66,25.65
2026-05-14,95B-203,95B,95B,550,69,-0.91,11.15
2026-05-14,95C-203,95C,95C,425,56,-1.53,22.383333333333333
2026-05-14,966-203,966,966,289,41,-3.09,13.8
2026-05-14,97B-203,97B,97B,504,64,0.85,59.41666666666666
2026-05-14,97R-203,97R,97R,434,60,-0.05,11.53333333
2026-05-14,981-221,981,981,447,63,2.85,17.8
2026-05-14,982-221,982,982,449,64,-0.42,12.05
2026-05-14,983-221,983,983,412,53,0.42,11.26666667
2026-05-14,984-221,984,984,89,13,2.06,8.45
2026-05-14,985-221,985,985,323,50,-0.53,13.33333333
2026-05-14,986-221,986,986,102,15,1.3,8.0
2026-05-14,988-221,988,988,77,13,-1.83,3.9166666666666665
2026-05-14,989-218,989,989,93,18,-3.14,11.216666666666669
2026-05-14,995-203,995,995,199,34,2.62,13.666666666666666
2026-05-14,996-203,996,996,18,4,0.61,7.466666666666667
2026-05-14,997-203,997,997,28,4,-3.42,11.35
2026-05-14,998-203,998,998,74,12,-1.26,5.566666667
2026-05-14,999-203,999,999,78,15,-0.49,4.866666666666666
2026-05-14,AIR-203,AIR,AIR,744,90,0.34,27.23333333333333
2026-05-14,CTY-202,CTY,CTY,749,98,-4.83,13.41666667
2026-05-14,DEV-209,DEV,DEV,134,5,0.0,0.0
2026-05-14,EAST-201,EAST,EAST,2224,143,0.44,48.4
2026-05-14,GULF-209,GULF,GULF,6,2,0.0,0.0
2026-05-14,HMB-209,HMB,HMB,4,1,0.0,0.0
2026-05-14,HUIA-404,HUIA,HUIA,18,3,73.07,119.95
2026-05-14,INN-202,INN,INN,1243,153,-3.27,11.65
2026-05-14,MTIA-209,MTIA,MTIA,109,6,0.61,5.0
2026-05-14,NX1-203,NX1,NX1,1983,256,1.33,17.2
2026-05-14,NX2-207,NX2,NX2,1525,196,-1.52,21.68333333
2026-05-14,ONE-201,ONE,ONE,1543,79,0.06,6.633333333333334
2026-05-14,OUT-202,OUT,OUT,1165,139,-2.32,19.68333333
2026-05-14,RANG-209,RANG,RANG,89,1,0.0,0.0
2026-05-14,RBW-402,RBW,RBW,88,6,-4.7,6.55
2026-05-14,S001-203,,,9,1,-0.53,0.266666667
2026-05-14,S001E-203,,,11,1,-2.25,-0.983333333
2026-05-14,S001F-203,,,9,1,2.11,2.35
2026-05-14,S001N-203,,,9,1,-1.17,-1.166666667
2026-05-14,S002-218,,,6,1,-2.72,-2.716666667
2026-05-14,S002A-203,,,11,1,1.93,3.916666667
2026-05-14,S002D-203,,,9,1,-2.3,-2.133333333
2026-05-14,S002F-203,,,8,1,1.2,1.2
2026-05-14,S003-203,,,12,1,-1.74,0.45
2026-05-14,S003C-203,,,8,1,2.53,2.716666667
2026-05-14,S003D-203,,,9,1,14.24,16.0
2026-05-14,S004F-203,,,8,1,5.15,5.6
2026-05-14,S005-218,,,11,1,7.27,9.116666667
2026-05-14,S005B-203,,,16,2,-1.21,0.25
2026-05-14,S005C-203,,,8,1,1.58,1.75
2026-05-14,S006-218,,,15,1,10.79,14.6
2026-05-14,S006A-203,,,14,1,4.4,4.7
2026-05-14,S006B-203,,,22,2,-4.38,8.7
2026-05-14,S006C-203,,,25,2,-0.31,5.55
2026-05-14,S007-218,,,8,1,-6.73,-2.8
2026-05-14,S007F-203,,,17,1,6.68,7.483333333
2026-05-14,S008-218,,,14,1,0.83,1.866666667
2026-05-14,S008A-203,,,11,1,-1.32,1.6
2026-05-14,S008C-203,,,7,1,5.57,5.566666667
2026-05-14,S009-203,,,11,1,1.65,9.15
2026-05-14,S009A-218,,,11,1,-1.08,0.033333333
2026-05-14,S009C-203,,,12,1,2.76,3.516666667
2026-05-14,S010-218,,,12,1,-4.34,0.733333333
2026-05-14,S010A-203,,,12,1,0.45,0.85
2026-05-14,S010B-202,,,12,1,-3.44,2.333333333
2026-05-14,S011-203,,,8,1,-9.28,-9.283333333
2026-05-14,S011A-218,,,9,1,3.62,5.266666667
2026-05-14,S012-218,,,11,1,1.42,1.8
2026-05-14,S012A-203,,,13,1,-2.06,2.266666667
2026-05-14,S012D-203,,,9,1,3.62,4.4
2026-05-14,S012G-203,,,10,1,7.17,10.23333333
2026-05-14,S013-203,,,37,3,-0.75,10.76666667
2026-05-14,S013A-218,,,9,1,2.02,4.1
2026-05-14,S013D-203,,,12,1,-2.57,4.266666667
2026-05-14,S014-202,,,10,1,26.04,28.85
2026-05-14,S014A-218,,,9,1,3.34,3.816666667
2026-05-14,S014D-203,,,9,1,-1.14,4.816666667
2026-05-14,S014I-203,,,12,1,4.3,4.7
2026-05-14,S015-203,,,8,1,-6.38,-6.383333333
2026-05-14,S015B-203,,,12,1,7.81,8.45
2026-05-14,S015C-202,,,10,1,-2.37,4.116666667
2026-05-14,S015E-203,,,9,1,5.53,5.733333333
2026-05-14,S015G-203,,,10,1,6.76,8.45
2026-05-14,S016E-203,,,8,1,2.41,2.95
2026-05-14,S017-202,,,25,2,4.83,6.25
2026-05-14,S017B-218,,,9,1,-4.43,1.1
2026-05-14,S017F-203,,,27,3,-0.94,5.05
2026-05-14,S018-218,,,9,1,0.55,1.683333333
2026-05-14,S019-218,,,9,1,-3.48,0.85
2026-05-14,S019A-218,,,6,1,-1.08,-1.083333333
2026-05-14,S020-203,,,14,1,-13.63,-0.1
2026-05-14,S020A-218,,,8,1,-0.99,2.15
2026-05-14,S020J-203,,,12,1,-2.71,-1.533333333
2026-05-14,S021-218,,,9,1,-0.75,0.333333333
2026-05-14,S022-202,,,8,1,3.5,6.733333333
2026-05-14,S022A-218,,,11,1,-2.38,0.266666667
2026-05-14,S022C-203,,,9,1,-3.75,-3.266666667
2026-05-14,S023A-202,,,12,1,-2.97,3.016666667
2026-05-14,S023B-203,,,8,1,2.86,3.016666667
2026-05-14,S024B-218,,,10,1,-1.98,5.05
2026-05-14,S025-203,,,16,1,-1.91,1.916666667
2026-05-14,S025A-203,,,12,1,-9.07,-9.066666667
2026-05-14,S025B-203,,,6,1,0.82,0.816666667
2026-05-14,S025E-218,,,12,1,-1.19,4.716666667
2026-05-14,S026-203,,,9,1,-2.37,0.2
2026-05-14,S026D-218,,,14,1,1.13,5.2
2026-05-14,S027E-218,,,11,1,-1.95,1.35
2026-05-14,S027H-203,,,15,1,9.77,15.15
2026-05-14,S028-202,,,17,2,0.45,3.083333333
2026-05-14,S028A-218,,,6,1,0.32,0.316666667
