collection_date,collection_day_status,is_model_baseline_day,route_id,service_type,route_display_name,is_special_route,records,unique_trips,avg_delay_minutes,max_delay_minutes
2026-05-10,likely_complete,True,782-221,Bus,782,False,333,33,-3.6761761762342346,6.566666667
2026-05-10,likely_complete,True,783-221,Bus,783,False,280,33,-0.04494047636071424,15.08333333
2026-05-10,likely_complete,True,801-202,Bus,801,False,489,63,-1.0806407634355828,8.75
2026-05-10,likely_complete,True,802-202,Bus,802,False,82,7,-2.734959349719512,5.166666667
2026-05-10,likely_complete,True,805-202,Bus,805,False,33,6,-5.394444443787879,8.866666667
2026-05-10,likely_complete,True,806-202,Bus,806,False,228,34,0.1895467837105263,4.5
2026-05-10,likely_complete,True,807-202,Bus,807,False,243,32,2.4786008230205763,7.616666667
2026-05-10,likely_complete,True,814-202,Bus,814,False,689,82,-1.1621673923570393,9.75
2026-05-10,likely_complete,True,82-202,Bus,82,False,1106,139,-1.234116937948463,11.63333333
2026-05-10,likely_complete,True,83-203,Bus,83,False,2177,231,2.4749961720992193,19.11666667
2026-05-10,likely_complete,True,842-202,Bus,842,False,60,7,1.6302777777166668,7.316666667
2026-05-10,likely_complete,True,843-202,Bus,843,False,502,65,0.4867861885398406,15.83333333
2026-05-10,likely_complete,True,845-203,Bus,845,False,183,25,-0.8105646628907105,14.01666667
2026-05-10,likely_complete,True,856-203,Bus,856,False,1444,143,3.436830563303324,19.68333333
2026-05-10,likely_complete,True,861-203,Bus,861,False,775,82,1.291591397891613,9.75
2026-05-10,likely_complete,True,865-203,Bus,865,False,574,71,0.7118176538588851,20.38333333
2026-05-10,likely_complete,True,866-203,Bus,866,False,405,39,-0.8615637859753087,9.933333333
2026-05-10,likely_complete,True,871-202,Bus,871,False,714,87,0.16907096172689076,14.06666667
2026-05-10,likely_complete,True,878-203,Bus,878,False,633,77,0.38933649289573463,8.533333333
2026-05-10,likely_complete,True,883-203,Bus,883,False,439,65,0.7843583903234624,10.61666667
2026-05-10,likely_complete,True,884-203,Bus,884,False,106,12,0.4026729559622641,6.533333333
2026-05-10,likely_complete,True,885-203,Bus,885,False,85,12,-0.8290196078941177,2.7
2026-05-10,likely_complete,True,888-203,Bus,888,False,194,22,-3.5667525773505155,5.016666667
2026-05-10,likely_complete,True,889-203,Bus,889,False,476,60,-1.4615896358697478,7.2
2026-05-10,likely_complete,True,901-203,Bus,901,False,549,72,-0.32152398298542806,9.25
2026-05-10,likely_complete,True,902-203,Bus,902,False,466,67,-0.5889484980064377,20.93333333
2026-05-10,likely_complete,True,906-203,Bus,906,False,408,47,0.06936274507843138,9.7
2026-05-10,likely_complete,True,907-203,Bus,907,False,383,49,-2.024673629292428,7.316666667
2026-05-10,likely_complete,True,917-203,Bus,917,False,686,71,-0.18889698742857142,11.98333333
2026-05-10,likely_complete,True,923-202,Bus,923,False,660,79,-2.0297222222242426,13.21666667
2026-05-10,likely_complete,True,924-202,Bus,924,False,203,18,-4.81034482766995,9.016666667
2026-05-10,likely_complete,True,926-203,Bus,926,False,510,69,-0.4111437907941176,5.866666667
2026-05-10,likely_complete,True,928-203,Bus,928,False,252,31,-0.6435846561190476,10.98333333
2026-05-10,likely_complete,True,931-203,Bus,931,False,133,14,-0.7365914786616542,6.75
2026-05-10,likely_complete,True,933-203,Bus,933,False,265,26,-0.48415094344150944,7.616666667
2026-05-10,likely_complete,True,939-203,Bus,939,False,88,7,-1.6965909090454545,8.133333333
2026-05-10,likely_complete,True,94-203,Bus,94,False,997,126,0.5281678368224675,12.73333333
2026-05-10,likely_complete,True,941-203,Bus,941,False,647,74,-0.6683668212395673,10.51666667
2026-05-10,likely_complete,True,95B-203,Bus,95B,False,717,80,-2.3485588098228734,20.0
2026-05-10,likely_complete,True,95C-203,Bus,95C,False,670,80,-2.1449004975328356,11.3
2026-05-10,likely_complete,True,966-203,Bus,966,False,312,31,-4.107638888807692,11.86666667
2026-05-10,likely_complete,True,97B-203,Bus,97B,False,686,80,-1.5013848397040819,19.13333333
2026-05-10,likely_complete,True,97R-203,Bus,97R,False,638,79,-1.36567398119279,14.28333333
2026-05-10,likely_complete,True,981-221,Bus,981,False,615,80,2.067181571917073,19.3
2026-05-10,likely_complete,True,982-221,Bus,982,False,739,80,2.158637798474966,205.4333333
2026-05-10,likely_complete,True,983-221,Bus,983,False,632,70,-0.6664029534873418,25.3
2026-05-10,likely_complete,True,984-221,Bus,984,False,129,21,1.9682170545503876,20.41666667
2026-05-10,likely_complete,True,985-221,Bus,985,False,565,70,-0.07820058993805311,12.95
2026-05-10,likely_complete,True,986-221,Bus,986,False,77,8,-0.3448051947532468,5.833333333
2026-05-10,likely_complete,True,988-221,Bus,988,False,72,9,-3.0650462962361114,3.266666667
2026-05-10,likely_complete,True,989-218,Bus,989,False,197,30,-2.8550761421573605,10.5
2026-05-10,likely_complete,True,995-203,Bus,995,False,236,30,1.0740819208601695,19.88333333
2026-05-10,likely_complete,True,996-203,Bus,996,False,44,6,-0.33939393934090906,4.7
2026-05-10,likely_complete,True,997-203,Bus,997,False,59,6,-3.2155367231864407,5.333333333
2026-05-10,likely_complete,True,998-203,Bus,998,False,169,24,-0.1808678500946745,10.55
2026-05-10,likely_complete,True,999-203,Bus,999,False,199,28,0.05217755444221111,33.5
2026-05-10,likely_complete,True,AIR-203,Bus,AIR,False,1202,124,-0.23595396563394344,28.36666667
2026-05-10,likely_complete,True,CTY-202,Bus,CTY,False,1278,146,-8.63141627543349,7.8
2026-05-10,likely_complete,True,DEV-209,Ferry,DEV,False,81,2,0.0,0.0
2026-05-10,likely_complete,True,EAST-201,Train / Rail,EAST,False,4084,152,0.13151730329211558,39.56666667
2026-05-10,likely_complete,True,HMB-209,Ferry,HMB,False,16,3,2.3145833335,10.0
2026-05-10,likely_complete,True,HOBS-209,Ferry,HOBS,False,10,1,4.5916666669,5.0
2026-05-10,likely_complete,True,INN-202,Bus,INN,False,2066,230,-2.3871571474269118,18.83333333
2026-05-10,likely_complete,True,MTIA-209,Ferry,MTIA,False,342,11,1.6228070175438596,15.0
2026-05-10,likely_complete,True,NX1-203,Bus,NX1,False,2702,290,-1.2400135701913397,13.18333333
2026-05-10,likely_complete,True,NX2-207,Bus,NX2,False,2117,226,-2.557864903167218,60.93333333
2026-05-10,likely_complete,True,ONE-201,Train / Rail,ONE,False,3306,110,-0.020790481948275864,2.45
2026-05-10,likely_complete,True,OUT-202,Bus,OUT,False,1826,194,-3.599598393607886,61.43333333
2026-05-10,likely_complete,True,RANG-209,Ferry,RANG,False,223,4,0.0,0.0
2026-05-10,likely_complete,True,RBE-402,Bus,RBE,False,91,6,0.2009157513846154,11.55
2026-05-10,likely_complete,True,RBS-402,Bus,RBS,False,108,7,0.4368827163055556,13.3
2026-05-10,likely_complete,True,RBW-402,Bus,RBW,False,529,60,-0.9484877126540643,6.8
2026-05-10,likely_complete,True,S002-218,Unknown / unmatched route,S002-218,True,9,1,2.435185185,3.283333333
2026-05-10,likely_complete,True,S005-218,Unknown / unmatched route,S005-218,True,10,1,0.3933333332,0.816666667
2026-05-10,likely_complete,True,S005B-203,Unknown / unmatched route,S005B-203,True,22,2,-0.2537878788636364,2.866666667
2026-05-10,likely_complete,True,S006-218,Unknown / unmatched route,S006-218,True,14,1,2.0892857145,3.616666667
2026-05-10,likely_complete,True,S006A-203,Unknown / unmatched route,S006A-203,True,14,1,1.3904761907142855,2.633333333
2026-05-10,likely_complete,True,S006B-203,Unknown / unmatched route,S006B-203,True,18,1,-10.111111113333333,-3.85
2026-05-10,likely_complete,True,S006C-203,Unknown / unmatched route,S006C-203,True,12,1,-13.065277775833332,-0.533333333
2026-05-10,likely_complete,True,S007-218,Unknown / unmatched route,S007-218,True,9,1,-19.777777775555553,-15.31666667
2026-05-10,likely_complete,True,S007A-203,Unknown / unmatched route,S007A-203,True,13,1,2.3243589743076924,2.6
2026-05-10,likely_complete,True,S007F-203,Unknown / unmatched route,S007F-203,True,21,2,-0.051587301809523804,1.216666667
2026-05-10,likely_complete,True,S008-218,Unknown / unmatched route,S008-218,True,15,1,-0.01777777753333328,5.0
2026-05-10,likely_complete,True,S008A-203,Unknown / unmatched route,S008A-203,True,15,1,-11.440000000000001,1.3
2026-05-10,likely_complete,True,S008C-203,Unknown / unmatched route,S008C-203,True,14,1,-0.27023809549999994,1.55
2026-05-10,likely_complete,True,S009-203,Unknown / unmatched route,S009-203,True,11,1,-10.219696969727273,-6.516666667
2026-05-10,likely_complete,True,S009A-218,Unknown / unmatched route,S009A-218,True,11,1,-1.1363636366363636,1.416666667
2026-05-10,likely_complete,True,S009B-203,Unknown / unmatched route,S009B-203,True,13,1,-8.665384617923078,-1.683333333
2026-05-10,likely_complete,True,S010-218,Unknown / unmatched route,S010-218,True,7,1,-0.1976190474285716,5.85
2026-05-10,likely_complete,True,S010B-202,Unknown / unmatched route,S010B-202,True,11,1,3.039393939181818,4.533333333
2026-05-10,likely_complete,True,S011A-218,Unknown / unmatched route,S011A-218,True,9,1,-0.9111111108888887,2.333333333
2026-05-10,likely_complete,True,S012-218,Unknown / unmatched route,S012-218,True,14,1,-2.017857142857143,1.3
2026-05-10,likely_complete,True,S012A-203,Unknown / unmatched route,S012A-203,True,11,1,-1.3393939391818181,-0.85
2026-05-10,likely_complete,True,S012B-203,Unknown / unmatched route,S012B-203,True,12,1,1.3791666669166667,1.966666667
2026-05-10,likely_complete,True,S013A-218,Unknown / unmatched route,S013A-218,True,10,1,-1.5050000003,-0.3
2026-05-10,likely_complete,True,S013D-203,Unknown / unmatched route,S013D-203,True,12,1,-8.884722224666668,0.1
2026-05-10,likely_complete,True,S014A-218,Unknown / unmatched route,S014A-218,True,9,1,0.8222222222222223,1.25
2026-05-10,likely_complete,True,S014H-203,Unknown / unmatched route,S014H-203,True,12,1,1.4916666666666665,1.8
2026-05-10,likely_complete,True,S015A-203,Unknown / unmatched route,S015A-203,True,10,1,-10.3999999973,-2.683333333
2026-05-10,likely_complete,True,S015C-202,Unknown / unmatched route,S015C-202,True,24,2,2.4923611109583335,4.7
2026-05-10,likely_complete,True,S016-202,Unknown / unmatched route,S016-202,True,11,1,1.2363636365454544,2.416666667
2026-05-10,likely_complete,True,S016E-203,Unknown / unmatched route,S016E-203,True,19,2,0.4403508770526315,4.25
2026-05-10,likely_complete,True,S017-202,Unknown / unmatched route,S017-202,True,12,1,1.927777778,3.366666667
2026-05-10,likely_complete,True,S017B-218,Unknown / unmatched route,S017B-218,True,8,1,-1.379166666375,-0.683333333
2026-05-10,likely_complete,True,S017F-203,Unknown / unmatched route,S017F-203,True,30,3,-5.2005555555,6.183333333
2026-05-10,likely_complete,True,S018-218,Unknown / unmatched route,S018-218,True,9,1,-1.127777778111111,1.033333333
2026-05-10,likely_complete,True,S018A-203,Unknown / unmatched route,S018A-203,True,10,1,-16.818333330999998,-1.25
2026-05-10,likely_complete,True,S019-218,Unknown / unmatched route,S019-218,True,9,1,-2.1129629626666664,1.016666667
2026-05-10,likely_complete,True,S019A-218,Unknown / unmatched route,S019A-218,True,11,1,0.007575757272727276,0.75
2026-05-10,likely_complete,True,S020A-218,Unknown / unmatched route,S020A-218,True,9,1,-4.0814814814444444,-0.016666667
2026-05-10,likely_complete,True,S020I-203,Unknown / unmatched route,S020I-203,True,12,1,0.6680555555,1.716666667
2026-05-10,likely_complete,True,S021-218,Unknown / unmatched route,S021-218,True,9,1,-2.7796296295555556,-0.1
2026-05-10,likely_complete,True,S022A-218,Unknown / unmatched route,S022A-218,True,13,1,0.46410256415384615,1.533333333
2026-05-10,likely_complete,True,S022C-203,Unknown / unmatched route,S022C-203,True,9,1,-2.2703703704444447,-0.216666667
2026-05-10,likely_complete,True,S023-202,Unknown / unmatched route,S023-202,True,11,1,2.0636363633636363,3.383333333
2026-05-10,likely_complete,True,S025A-203,Unknown / unmatched route,S025A-203,True,14,1,-0.8202380954285714,3.666666667
2026-05-10,likely_complete,True,S025E-218,Unknown / unmatched route,S025E-218,True,13,1,-2.5987179492307693,1.0
2026-05-10,likely_complete,True,S026D-218,Unknown / unmatched route,S026D-218,True,13,1,1.8038461539230768,6.45
2026-05-10,likely_complete,True,S027-202,Unknown / unmatched route,S027-202,True,23,2,1.064492753652174,2.016666667
2026-05-10,likely_complete,True,S027E-218,Unknown / unmatched route,S027E-218,True,20,2,-7.0999999978,4.066666667
2026-05-10,likely_complete,True,S028-202,Unknown / unmatched route,S028-202,True,24,2,-3.0138888889166666,-0.8
2026-05-10,likely_complete,True,S028A-218,Unknown / unmatched route,S028A-218,True,8,1,2.489583333625,3.116666667
2026-05-10,likely_complete,True,S028E-207,Unknown / unmatched route,S028E-207,True,16,1,2.1895833333125,9.7
2026-05-10,likely_complete,True,S029G-207,Unknown / unmatched route,S029G-207,True,13,1,7.396153846,9.333333333
2026-05-10,likely_complete,True,S031-203,Unknown / unmatched route,S031-203,True,13,1,-7.265384613307693,0.883333333
2026-05-10,likely_complete,True,S031C-203,Unknown / unmatched route,S031C-203,True,11,1,-6.886363636636363,1.583333333
2026-05-10,likely_complete,True,S031G-207,Unknown / unmatched route,S031G-207,True,15,1,-4.826666666466666,1.35
2026-05-10,likely_complete,True,S033A-203,Unknown / unmatched route,S033A-203,True,14,1,-12.90238095042857,-0.25
2026-05-10,likely_complete,True,S037-203,Unknown / unmatched route,S037-203,True,13,1,-7.870512820769231,-0.316666667
2026-05-10,likely_complete,True,S039-218,Unknown / unmatched route,S039-218,True,9,1,6.222222222444445,7.666666667
2026-05-10,likely_complete,True,S040-221,Unknown / unmatched route,S040-221,True,11,1,2.8393939393636365,3.5
2026-05-10,likely_complete,True,S041-203,Unknown / unmatched route,S041-203,True,15,1,-2.373333333133333,-0.716666667
2026-05-10,likely_complete,True,S041A-203,Unknown / unmatched route,S041A-203,True,13,1,-2.866666666384615,-0.55
2026-05-10,likely_complete,True,S042-203,Unknown / unmatched route,S042-203,True,13,1,-12.547435899230768,0.5
2026-05-10,likely_complete,True,S042C-202,Unknown / unmatched route,S042C-202,True,12,1,1.73472222225,2.95
2026-05-10,likely_complete,True,S043-218,Unknown / unmatched route,S043-218,True,23,2,-5.255072463869565,-1.45
2026-05-10,likely_complete,True,S044-203,Unknown / unmatched route,S044-203,True,9,1,1.5314814817777778,2.266666667
2026-05-10,likely_complete,True,S045B-221,Unknown / unmatched route,S045B-221,True,18,1,-21.214814812777778,-1.8
2026-05-10,likely_complete,True,S046D-221,Unknown / unmatched route,S046D-221,True,17,1,8.307843137882355,10.71666667
2026-05-10,likely_complete,True,S047B-221,Unknown / unmatched route,S047B-221,True,20,1,-4.6191666686,9.066666667
2026-05-10,likely_complete,True,S047D-221,Unknown / unmatched route,S047D-221,True,13,1,-6.901282053538462,4.316666667
2026-05-10,likely_complete,True,S048-203,Unknown / unmatched route,S048-203,True,27,2,-3.5580246916296296,2.533333333
2026-05-10,likely_complete,True,S049A-203,Unknown / unmatched route,S049A-203,True,25,2,-3.0586666665199997,0.016666667
2026-05-10,likely_complete,True,S050A-221,Unknown / unmatched route,S050A-221,True,12,1,-2.9305555555,-0.783333333
2026-05-10,likely_complete,True,S050B-203,Unknown / unmatched route,S050B-203,True,30,2,-6.591666666899999,-0.216666667
2026-05-10,likely_complete,True,S051-202,Unknown / unmatched route,S051-202,True,10,1,0.2866666666,1.7
2026-05-10,likely_complete,True,S052A-202,Unknown / unmatched route,S052A-202,True,11,1,0.940909091090909,1.283333333
2026-05-10,likely_complete,True,S053-203,Unknown / unmatched route,S053-203,True,12,1,-18.25833333025,-5.333333333
2026-05-10,likely_complete,True,S053B-202,Unknown / unmatched route,S053B-202,True,12,1,1.6930555555833333,2.15
2026-05-10,likely_complete,True,S053F-203,Unknown / unmatched route,S053F-203,True,11,1,-7.566666666909091,-0.533333333
2026-05-10,likely_complete,True,S054A-202,Unknown / unmatched route,S054A-202,True,11,1,-1.9378787879090908,-1.216666667
2026-05-10,likely_complete,True,S056E-203,Unknown / unmatched route,S056E-203,True,14,1,-10.567857143071427,-9.783333333
2026-05-10,likely_complete,True,S058A-203,Unknown / unmatched route,S058A-203,True,12,1,0.5305555558333334,5.233333333
2026-05-10,likely_complete,True,S059B-203,Unknown / unmatched route,S059B-203,True,15,1,4.3800000002,5.166666667
2026-05-10,likely_complete,True,S060-203,Unknown / unmatched route,S060-203,True,10,1,-3.5600000000999996,0.433333333
2026-05-10,likely_complete,True,S060K-202,Unknown / unmatched route,S060K-202,True,12,1,-3.3430555555833332,1.233333333
2026-05-10,likely_complete,True,S061-203,Unknown / unmatched route,S061-203,True,14,1,-4.370238095,0.266666667
2026-05-10,likely_complete,True,S061E-203,Unknown / unmatched route,S061E-203,True,25,2,7.8286666668,11.75
2026-05-10,likely_complete,True,S062A-203,Unknown / unmatched route,S062A-203,True,14,1,3.798809523714286,5.483333333
2026-05-10,likely_complete,True,S062B-202,Unknown / unmatched route,S062B-202,True,13,1,3.597435897461539,3.75
2026-05-10,likely_complete,True,S062C-203,Unknown / unmatched route,S062C-203,True,11,1,-8.884848484272727,-1.55
2026-05-10,likely_complete,True,S064-203,Unknown / unmatched route,S064-203,True,15,1,-11.4344444422,-0.216666667
2026-05-10,likely_complete,True,S070-203,Unknown / unmatched route,S070-203,True,12,1,-6.705555555833333,0.233333333
2026-05-10,likely_complete,True,S071-203,Unknown / unmatched route,S071-203,True,17,2,-2.6578431374117644,1.416666667
2026-05-10,likely_complete,True,S072D-203,Unknown / unmatched route,S072D-203,True,14,1,3.8238095237857146,4.4
2026-05-10,likely_complete,True,S073B-203,Unknown / unmatched route,S073B-203,True,13,1,-0.32820512823076925,0.2
2026-05-10,likely_complete,True,S073C-202,Unknown / unmatched route,S073C-202,True,13,1,-0.6128205126153846,3.433333333
2026-05-10,likely_complete,True,S074-203,Unknown / unmatched route,S074-203,True,16,1,-9.30520833125,-2.466666667
2026-05-10,likely_complete,True,S075B-203,Unknown / unmatched route,S075B-203,True,10,1,7.8066666664,8.683333333
2026-05-10,likely_complete,True,S076A-203,Unknown / unmatched route,S076A-203,True,14,1,-2.524999999714286,-0.033333333
2026-05-10,likely_complete,True,S077B-203,Unknown / unmatched route,S077B-203,True,10,1,1.4066666667,2.3
2026-05-10,likely_complete,True,S078-203,Unknown / unmatched route,S078-203,True,13,1,4.884615384846154,6.416666667
2026-05-10,likely_complete,True,S079-203,Unknown / unmatched route,S079-203,True,9,1,-0.7129629627777778,-0.366666667
2026-05-10,likely_complete,True,S080A-203,Unknown / unmatched route,S080A-203,True,11,1,4.460606060818182,5.016666667
2026-05-10,likely_complete,True,S081-202,Unknown / unmatched route,S081-202,True,12,1,-5.7430555555,-3.783333333
2026-05-10,likely_complete,True,S081A-202,Unknown / unmatched route,S081A-202,True,11,1,-0.9030303033636364,0.283333333
2026-05-10,likely_complete,True,S082A-202,Unknown / unmatched route,S082A-202,True,9,1,0.6148148147777778,2.183333333
2026-05-10,likely_complete,True,S083-202,Unknown / unmatched route,S083-202,True,10,1,-1.655,-0.483333333
2026-05-10,likely_complete,True,S084B-203,Unknown / unmatched route,S084B-203,True,10,1,10.5783333333,12.45
2026-05-10,likely_complete,True,S087-202,Unknown / unmatched route,S087-202,True,12,1,-3.1930555555000004,-0.733333333
2026-05-10,likely_complete,True,S090-217,Unknown / unmatched route,S090-217,True,15,1,-1.8377777778,-0.1
2026-05-10,likely_complete,True,S091-217,Unknown / unmatched route,S091-217,True,14,1,-1.627380952714286,0.183333333
2026-05-10,likely_complete,True,S092-217,Unknown / unmatched route,S092-217,True,11,1,2.772727272727273,4.366666667
2026-05-10,likely_complete,True,S094-217,Unknown / unmatched route,S094-217,True,10,1,2.9766666669,3.466666667
2026-05-10,likely_complete,True,S097-217,Unknown / unmatched route,S097-217,True,14,1,0.8297619047857142,1.7
2026-05-10,likely_complete,True,S400-205,Unknown / unmatched route,S400-205,True,10,1,1.0933333332,3.116666667
2026-05-10,likely_complete,True,S401-205,Unknown / unmatched route,S401-205,True,13,1,3.7641025643846153,5.466666667
2026-05-10,likely_complete,True,S402-202,Unknown / unmatched route,S402-202,True,12,1,2.06527777775,5.2
2026-05-10,likely_complete,True,S403-203,Unknown / unmatched route,S403-203,True,14,1,-1.6630952377857144,0.266666667
2026-05-10,likely_complete,True,S404-203,Unknown / unmatched route,S404-203,True,14,1,-6.3119047621428575,-1.0
2026-05-10,likely_complete,True,S405-203,Unknown / unmatched route,S405-203,True,10,1,1.6833333334999998,2.833333333
2026-05-10,likely_complete,True,S406-203,Unknown / unmatched route,S406-203,True,10,1,5.619999999999999,6.85
2026-05-10,likely_complete,True,S407-202,Unknown / unmatched route,S407-202,True,10,1,0.4183333330000001,0.883333333
2026-05-10,likely_complete,True,S408-202,Unknown / unmatched route,S408-202,True,10,1,7.7533333333000005,9.0
2026-05-10,likely_complete,True,S409-202,Unknown / unmatched route,S409-202,True,12,1,5.323611110833333,7.183333333
2026-05-10,likely_complete,True,S410-205,Unknown / unmatched route,S410-205,True,12,1,-0.85277777775,-0.7
2026-05-10,likely_complete,True,S411-202,Unknown / unmatched route,S411-202,True,13,1,-3.935897435923077,-1.833333333
2026-05-10,likely_complete,True,S412-202,Unknown / unmatched route,S412-202,True,14,1,-1.0297619046428572,1.183333333
2026-05-10,likely_complete,True,S413-202,Unknown / unmatched route,S413-202,True,31,2,1.426344086032258,5.466666667
2026-05-10,likely_complete,True,S414-202,Unknown / unmatched route,S414-202,True,12,1,-1.5888888888333332,0.616666667
2026-05-10,likely_complete,True,S415-205,Unknown / unmatched route,S415-205,True,12,1,-1.18055555525,0.766666667
2026-05-10,likely_complete,True,S416-205,Unknown / unmatched route,S416-205,True,13,1,-3.076923076923077,2.15
2026-05-10,likely_complete,True,S417-202,Unknown / unmatched route,S417-202,True,21,2,1.4793650793809523,3.083333333
2026-05-10,likely_complete,True,S418-202,Unknown / unmatched route,S418-202,True,11,1,-0.8863636361818181,1.35
2026-05-10,likely_complete,True,S419-202,Unknown / unmatched route,S419-202,True,14,1,0.7452380954285714,2.833333333
2026-05-10,likely_complete,True,S420-221,Unknown / unmatched route,S420-221,True,10,1,3.2133333332999996,4.35
2026-05-10,likely_complete,True,S421-221,Unknown / unmatched route,S421-221,True,9,1,-1.048148147888889,-0.483333333
2026-05-10,likely_complete,True,S423-221,Unknown / unmatched route,S423-221,True,9,1,-3.8351851852222216,2.116666667
2026-05-10,likely_complete,True,S424-221,Unknown / unmatched route,S424-221,True,9,1,-0.9796296293333333,0.416666667
2026-05-10,likely_complete,True,S425-221,Unknown / unmatched route,S425-221,True,12,1,4.511111111083333,5.65
2026-05-10,likely_complete,True,S426-221,Unknown / unmatched route,S426-221,True,12,1,3.6374999997499997,5.033333333
2026-05-10,likely_complete,True,S427-221,Unknown / unmatched route,S427-221,True,14,1,2.6988095240714287,3.966666667
2026-05-10,likely_complete,True,S428-221,Unknown / unmatched route,S428-221,True,13,1,6.155128204846154,7.233333333
2026-05-10,likely_complete,True,S430-221,Unknown / unmatched route,S430-221,True,12,1,-0.10694444425,0.35
2026-05-10,likely_complete,True,S431-221,Unknown / unmatched route,S431-221,True,15,1,0.40777777746666666,2.183333333
2026-05-10,likely_complete,True,S433-221,Unknown / unmatched route,S433-221,True,9,1,0.49629629633333333,1.433333333
2026-05-10,likely_complete,True,S434-221,Unknown / unmatched route,S434-221,True,20,2,3.5150000002999997,4.066666667
2026-05-10,likely_complete,True,S435-221,Unknown / unmatched route,S435-221,True,11,1,-4.668181818454546,-1.183333333
2026-05-10,likely_complete,True,S436-221,Unknown / unmatched route,S436-221,True,13,1,1.0756410253846154,3.2
2026-05-10,likely_complete,True,S438-218,Unknown / unmatched route,S438-218,True,9,1,-2.6555555555555554,-0.333333333
2026-05-10,likely_complete,True,S440-205,Unknown / unmatched route,S440-205,True,10,1,-2.4533333336000003,0.9
2026-05-10,likely_complete,True,S441-205,Unknown / unmatched route,S441-205,True,10,1,-3.5483333332,-0.016666667
2026-05-10,likely_complete,True,S442-205,Unknown / unmatched route,S442-205,True,12,1,-2.7083333335833335,-0.05
2026-05-10,likely_complete,True,S443-205,Unknown / unmatched route,S443-205,True,10,1,-3.1416666669,0.55
2026-05-10,likely_complete,True,S444-205,Unknown / unmatched route,S444-205,True,12,1,-7.526388888583333,-0.833333333
2026-05-10,likely_complete,True,S454-203,Unknown / unmatched route,S454-203,True,11,1,-4.737878788181818,-2.05
2026-05-10,likely_complete,True,S456-203,Unknown / unmatched route,S456-203,True,11,1,7.7454545455454555,11.0
2026-05-10,likely_complete,True,S458-203,Unknown / unmatched route,S458-203,True,12,1,4.8249999998333335,7.583333333
2026-05-10,likely_complete,True,S459-203,Unknown / unmatched route,S459-203,True,14,1,12.615476192357145,16.61666667
2026-05-10,likely_complete,True,S460-202,Unknown / unmatched route,S460-202,True,13,1,-2.0576923078461538,-0.666666667
2026-05-10,likely_complete,True,S461-203,Unknown / unmatched route,S461-203,True,17,1,9.938235296647058,12.51666667
2026-05-10,likely_complete,True,S462-203,Unknown / unmatched route,S462-203,True,18,1,24.9361111115,32.9
2026-05-10,likely_complete,True,S463-203,Unknown / unmatched route,S463-203,True,13,1,12.829487182,15.51666667
2026-05-10,likely_complete,True,S469-203,Unknown / unmatched route,S469-203,True,15,1,11.146666668466668,16.66666667
2026-05-10,likely_complete,True,S501-202,Unknown / unmatched route,S501-202,True,17,2,-2.5588235297058826,-0.566666667
2026-05-10,likely_complete,True,S505-202,Unknown / unmatched route,S505-202,True,11,1,5.0833333336363635,5.516666667
2026-05-10,likely_complete,True,S510-202,Unknown / unmatched route,S510-202,True,41,3,5.093495934926829,11.75
2026-05-10,likely_complete,True,S511-202,Unknown / unmatched route,S511-202,True,14,1,5.710714285428572,6.133333333
2026-05-10,likely_complete,True,S513-202,Unknown / unmatched route,S513-202,True,3,1,-0.6333333333333334,0.566666667
2026-05-10,likely_complete,True,S514-202,Unknown / unmatched route,S514-202,True,26,2,4.048076923230769,6.2
2026-05-10,likely_complete,True,S515-202,Unknown / unmatched route,S515-202,True,12,1,0.429166667,0.916666667
2026-05-10,likely_complete,True,S516-202,Unknown / unmatched route,S516-202,True,14,1,4.2095238096428576,7.133333333
2026-05-10,likely_complete,True,S519-202,Unknown / unmatched route,S519-202,True,9,1,-5.001851851555555,0.216666667
2026-05-10,likely_complete,True,S520-202,Unknown / unmatched route,S520-202,True,13,1,-1.8705128203076922,-1.116666667
2026-05-10,likely_complete,True,S521-202,Unknown / unmatched route,S521-202,True,13,1,-0.048717948923076834,3.933333333
2026-05-10,likely_complete,True,S522G-221,Unknown / unmatched route,S522G-221,True,15,1,-12.431111108466666,-4.866666667
2026-05-10,likely_complete,True,S522N-202,Unknown / unmatched route,S522N-202,True,13,1,2.026923077076923,4.316666667
2026-05-10,likely_complete,True,S523-202,Unknown / unmatched route,S523-202,True,16,1,0.8791666668124998,7.116666667
2026-05-10,likely_complete,True,S524-202,Unknown / unmatched route,S524-202,True,11,1,1.7257575759090906,4.266666667
2026-05-10,likely_complete,True,S525-202,Unknown / unmatched route,S525-202,True,15,1,-7.099999999733333,-2.85
2026-05-10,likely_complete,True,S529-218,Unknown / unmatched route,S529-218,True,11,1,-1.6090909088181817,0.333333333
2026-05-10,likely_complete,True,S542-202,Unknown / unmatched route,S542-202,True,21,2,-2.813492063285714,0.566666667
2026-05-10,likely_complete,True,S544-202,Unknown / unmatched route,S544-202,True,21,2,-1.1055555553809522,0.233333333
2026-05-10,likely_complete,True,S545-202,Unknown / unmatched route,S545-202,True,9,1,0.28148148177777776,0.516666667
2026-05-10,likely_complete,True,S546-202,Unknown / unmatched route,S546-202,True,10,1,9.795000002699998,10.76666667
2026-05-10,likely_complete,True,S547-202,Unknown / unmatched route,S547-202,True,21,2,0.958730158809524,3.366666667
